latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
35.1875,33.5,87.0,7200,Europe/Bucharest,GMT+2

time,temperature_2m (°C),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),cloud_cover (%),is_day ()
2025-12-04T19:15,15.9,0.0,0.0,0.0,50,0
2025-12-04T19:30,15.8,0.0,0.0,0.0,37,0
2025-12-04T19:45,15.6,0.0,0.0,0.0,23,0
2025-12-04T20:00,15.6,0.0,0.0,0.0,9,0
2025-12-04T20:15,15.4,0.0,0.0,0.0,12,0
2025-12-04T20:30,15.3,0.0,0.0,0.0,15,0
2025-12-04T20:45,15.2,0.0,0.0,0.0,17,0
2025-12-04T21:00,15.1,0.0,0.0,0.0,20,0
2025-12-04T21:15,14.9,0.0,0.0,0.0,15,0
2025-12-04T21:30,14.7,0.0,0.0,0.0,10,0
2025-12-04T21:45,14.6,0.0,0.0,0.0,5,0
2025-12-04T22:00,14.4,0.0,0.0,0.0,0,0
2025-12-04T22:15,14.4,0.0,0.0,0.0,0,0
2025-12-04T22:30,14.6,0.0,0.0,0.0,0,0
2025-12-04T22:45,14.6,0.0,0.0,0.0,0,0
2025-12-04T23:00,14.6,0.0,0.0,0.0,0,0
2025-12-04T23:15,14.5,0.0,0.0,0.0,0,0
2025-12-04T23:30,14.3,0.0,0.0,0.0,0,0
2025-12-04T23:45,14.1,0.0,0.0,0.0,0,0
2025-12-05T00:00,13.9,0.0,0.0,0.0,0,0
2025-12-05T00:15,13.8,0.0,0.0,0.0,0,0
2025-12-05T00:30,13.6,0.0,0.0,0.0,0,0
2025-12-05T00:45,13.5,0.0,0.0,0.0,0,0
2025-12-05T01:00,13.4,0.0,0.0,0.0,0,0
2025-12-05T01:15,13.1,0.0,0.0,0.0,0,0
2025-12-05T01:30,12.9,0.0,0.0,0.0,1,0
2025-12-05T01:45,12.6,0.0,0.0,0.0,1,0
2025-12-05T02:00,12.4,0.0,0.0,0.0,1,0
2025-12-05T02:15,12.4,0.0,0.0,0.0,9,0
2025-12-05T02:30,12.4,0.0,0.0,0.0,18,0
2025-12-05T02:45,12.6,0.0,0.0,0.0,26,0
2025-12-05T03:00,12.6,0.0,0.0,0.0,34,0
2025-12-05T03:15,12.6,0.0,0.0,0.0,35,0
2025-12-05T03:30,12.6,0.0,0.0,0.0,36,0
2025-12-05T03:45,12.7,0.0,0.0,0.0,36,0
2025-12-05T04:00,12.8,0.0,0.0,0.0,37,0
2025-12-05T04:15,12.9,0.0,0.0,0.0,38,0
2025-12-05T04:30,13.2,0.0,0.0,0.0,39,0
2025-12-05T04:45,13.4,0.0,0.0,0.0,39,0
2025-12-05T05:00,13.6,0.0,0.0,0.0,40,0
2025-12-05T05:15,13.6,0.0,0.0,0.0,46,0
2025-12-05T05:30,13.5,0.0,0.0,0.0,53,0
2025-12-05T05:45,13.4,0.0,0.0,0.0,59,0
2025-12-05T06:00,13.4,0.0,0.0,0.0,65,0
2025-12-05T06:15,13.5,0.0,0.0,0.0,74,0
2025-12-05T06:30,13.6,0.0,0.0,0.0,83,0
2025-12-05T06:45,13.8,0.0,0.0,0.0,91,1
2025-12-05T07:00,14.1,3.0,3.0,0.0,100,1
2025-12-05T07:15,14.5,17.0,14.0,35.8,91,1
2025-12-05T07:30,15.0,35.0,28.0,59.8,82,1
2025-12-05T07:45,15.6,60.0,44.0,99.6,72,1
2025-12-05T08:00,16.2,92.0,59.0,163.0,63,1
2025-12-05T08:15,16.9,128.0,72.0,230.9,63,1
2025-12-05T08:30,17.5,165.0,84.0,288.7,63,1
2025-12-05T08:45,18.3,200.0,97.0,325.4,62,1
2025-12-05T09:00,18.9,231.0,110.0,345.6,62,1
2025-12-05T09:15,19.4,258.0,122.0,356.6,64,1
2025-12-05T09:30,19.8,282.0,133.0,363.4,66,1
2025-12-05T09:45,20.1,302.0,142.0,367.0,67,1
2025-12-05T10:00,20.5,316.0,150.0,361.6,69,1
2025-12-05T10:15,20.8,325.0,155.0,354.7,69,1
2025-12-05T10:30,21.1,337.0,160.0,356.5,69,1
2025-12-05T10:45,21.4,355.0,163.0,376.0,69,1
2025-12-05T11:00,21.6,382.0,162.0,421.7,69,1
2025-12-05T11:15,21.8,411.0,161.0,472.1,70,1
2025-12-05T11:30,21.9,431.0,162.0,503.5,71,1
2025-12-05T11:45,21.9,431.0,167.0,492.9,72,1
2025-12-05T12:00,22.0,412.0,180.0,434.6,73,1
2025-12-05T12:15,22.0,384.0,193.0,361.2,80,1
2025-12-05T12:30,21.9,356.0,201.0,297.7,87,1
2025-12-05T12:45,21.8,339.0,199.0,274.9,93,1
2025-12-05T13:00,21.8,332.0,188.0,291.1,100,1
2025-12-05T13:15,21.7,325.0,173.0,318.6,100,1
2025-12-05T13:30,21.6,312.0,159.0,335.1,100,1
2025-12-05T13:45,21.6,288.0,150.0,318.6,100,1
2025-12-05T14:00,21.5,254.0,144.0,270.4,100,1
2025-12-05T14:15,21.3,218.0,138.0,211.7,100,1
2025-12-05T14:30,21.0,183.0,130.0,153.0,100,1
2025-12-05T14:45,20.8,156.0,121.0,112.0,100,1
2025-12-05T15:00,20.5,132.0,111.0,76.0,100,1
2025-12-05T15:15,20.4,111.0,99.0,50.4,100,1
2025-12-05T15:30,20.2,88.0,83.0,25.3,100,1
2025-12-05T15:45,20.0,63.0,61.0,12.8,100,1
2025-12-05T16:00,19.9,37.0,37.0,0.0,100,1
2025-12-05T16:15,19.8,18.0,18.0,0.0,100,1
2025-12-05T16:30,19.6,4.0,4.0,0.0,100,1
2025-12-05T16:45,19.5,0.0,0.0,0.0,100,0
2025-12-05T17:00,19.4,0.0,0.0,0.0,100,0
2025-12-05T17:15,19.1,0.0,0.0,0.0,100,0
2025-12-05T17:30,18.9,0.0,0.0,0.0,100,0
2025-12-05T17:45,18.6,0.0,0.0,0.0,100,0
2025-12-05T18:00,18.5,0.0,0.0,0.0,100,0
2025-12-05T18:15,18.3,0.0,0.0,0.0,100,0
2025-12-05T18:30,18.1,0.0,0.0,0.0,100,0
2025-12-05T18:45,18.0,0.0,0.0,0.0,100,0
2025-12-05T19:00,18.0,0.0,0.0,0.0,100,0
2025-12-05T19:15,18.1,0.0,0.0,0.0,100,0
2025-12-05T19:30,18.4,0.0,0.0,0.0,100,0
2025-12-05T19:45,18.5,0.0,0.0,0.0,100,0
2025-12-05T20:00,18.5,0.0,0.0,0.0,100,0
2025-12-05T20:15,18.0,0.0,0.0,0.0,100,0
2025-12-05T20:30,17.5,0.0,0.0,0.0,100,0
2025-12-05T20:45,16.9,0.0,0.0,0.0,100,0
2025-12-05T21:00,16.5,0.0,0.0,0.0,100,0
2025-12-05T21:15,16.2,0.0,0.0,0.0,93,0
2025-12-05T21:30,16.1,0.0,0.0,0.0,86,0
2025-12-05T21:45,16.1,0.0,0.0,0.0,78,0
2025-12-05T22:00,16.1,0.0,0.0,0.0,71,0
2025-12-05T22:15,16.1,0.0,0.0,0.0,78,0
2025-12-05T22:30,16.2,0.0,0.0,0.0,86,0
2025-12-05T22:45,16.4,0.0,0.0,0.0,93,0
2025-12-05T23:00,16.4,0.0,0.0,0.0,100,0
2025-12-05T23:15,16.4,0.0,0.0,0.0,100,0
2025-12-05T23:30,16.3,0.0,0.0,0.0,100,0
2025-12-05T23:45,16.2,0.0,0.0,0.0,100,0
